age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score
18,Female,2nd Year,0.6,0,35,ChatGPT,Coding,4,80,42,6,2,8.4,6.5,6.4,0.2,3.9,2,64.2
18,Male,12th,5.3,1,169,ChatGPT,Coding,8,92,106,9,8,5.1,-15.6,5.4,5.1,4.9,6,61.6
24,Female,12th,1.7,1,38,ChatGPT+Gemini,Coding,7,26,73,5,2,8.6,29.0,7.6,0.7,4.2,2,70.9
20,Female,3rd Year,3.0,1,64,Copilot,Doubt Solving,2,6,9,7,3,2.6,-15.1,5.3,0.9,1.2,9,44.2
17,Female,1st Year,5.2,0,43,ChatGPT,Doubt Solving,10,10,99,1,3,6.3,8.7,8.7,3.2,0.4,1,40.5
16,Male,12th,5.0,1,76,ChatGPT+Gemini,Doubt Solving,6,89,72,8,2,4.2,-15.8,7.7,2.4,0.5,9,43.2
14,Female,1st Year,5.4,1,79,ChatGPT+Gemini,Coding,4,31,105,4,9,1.9,19.3,4.6,4.0,4.2,10,66.5
21,Female,2nd Year,5.7,0,173,Copilot,Homework,10,86,76,8,7,9.0,7.0,4.7,1.1,3.8,4,56.6
16,Female,3rd Year,3.0,1,140,Gemini,Doubt Solving,1,50,86,9,9,5.4,-19.9,5.8,5.0,0.2,10,68.9
15,Female,10th,4.1,0,36,Unknown,Doubt Solving,8,39,0,3,2,5.9,5.9,4.1,1.3,3.7,9,69.3
24,Female,10th,2.6,1,13,ChatGPT+Gemini,Coding,8,6,15,4,7,5.7,1.8,4.2,2.6,3.7,3,59.0
17,Male,2nd Year,2.4,1,121,ChatGPT,Exam Prep,6,0,18,6,6,5.9,34.8,7.6,0.1,4.1,1,48.0
16,Female,2nd Year,2.9,1,140,Gemini,Homework,10,24,75,3,3,6.3,15.9,5.6,5.8,3.3,4,48.2
14,Male,3rd Year,4.6,1,139,Gemini,Notes,7,94,4,9,3,8.8,29.6,5.0,1.7,2.7,7,60.2
16,Female,3rd Year,3.3,1,54,Gemini,Notes,3,5,54,3,8,9.5,-11.3,5.8,3.2,1.5,2,79.7
15,Male,11th,5.0,0,155,ChatGPT+Gemini,Unknown,9,91,61,7,8,6.6,-12.4,8.9,2.9,0.3,2,63.8
21,Female,12th,4.6,1,21,ChatGPT,Homework,4,94,4,7,2,4.4,-9.0,8.5,2.4,0.5,7,62.3
19,Female,12th,0.6,1,83,Unknown,Coding,2,99,6,5,1,5.6,36.6,5.3,1.1,2.2,3,52.5
22,Female,12th,4.0,1,146,Copilot,Exam Prep,4,15,107,6,2,7.3,-14.0,4.4,3.7,0.9,1,65.2
21,Female,1st Year,2.9,0,157,Claude,Exam Prep,2,14,77,1,10,5.8,9.0,5.6,3.3,0.1,3,73.8
23,Female,11th,3.0,1,89,Claude,Notes,4,21,32,3,5,3.3,-15.4,4.0,2.6,2.3,10,70.6
16,Female,12th,5.0,1,14,Gemini,Exam Prep,2,17,5,3,8,6.5,25.5,5.1,3.3,5.0,3,67.3
18,Male,1st Year,3.5,0,29,Claude,Notes,8,49,81,2,4,9.0,3.1,7.1,3.9,4.9,8,47.1
20,Male,1st Year,5.4,1,28,Claude,Unknown,6,71,5,1,6,2.0,16.7,4.4,5.2,3.8,1,55.3
18,Male,10th,4.4,1,159,ChatGPT+Gemini,Doubt Solving,8,9,50,9,4,1.6,-15.7,4.9,1.4,1.3,4,52.0
21,Male,1st Year,3.5,0,116,Copilot,Unknown,1,100,93,4,8,9.8,5.9,6.2,4.6,3.9,7,70.3
18,Female,2nd Year,4.6,1,157,Claude,Coding,9,48,11,8,4,8.2,-12.0,7.6,4.9,3.2,4,47.0
14,Female,3rd Year,0.7,1,107,Unknown,Exam Prep,2,69,113,7,3,4.7,-0.5,6.6,4.5,1.6,4,44.3
18,Female,1st Year,0.6,0,114,Unknown,Coding,8,9,98,6,1,1.3,-8.7,7.7,4.9,0.2,1,75.2
17,Male,2nd Year,1.0,1,15,Copilot,Doubt Solving,4,38,74,1,4,9.4,8.9,4.5,3.5,2.4,9,44.6
19,Male,2nd Year,2.9,1,163,Claude,Homework,2,57,3,3,8,8.1,33.6,4.8,0.1,2.9,5,73.1
16,Female,10th,1.8,1,81,Unknown,Homework,1,70,76,5,5,6.5,3.8,8.5,4.2,3.1,5,52.3
24,Female,10th,5.9,1,175,Gemini,Homework,4,41,0,1,7,8.1,34.2,8.8,5.2,1.5,2,62.3
18,Male,1st Year,3.5,1,27,Gemini,Notes,10,44,51,1,6,6.7,26.5,8.1,1.6,3.6,9,43.3
15,Female,10th,4.1,0,61,Unknown,Notes,1,98,101,10,7,7.1,24.8,7.6,4.5,3.4,10,49.6
24,Female,10th,2.0,1,55,Copilot,Homework,8,27,52,9,7,9.1,26.9,4.3,0.7,1.5,4,67.3
19,Male,3rd Year,2.3,1,74,Copilot,Doubt Solving,2,88,92,1,8,4.7,22.6,9.0,3.9,3.7,4,36.8
19,Female,12th,2.3,0,16,Copilot,Unknown,8,91,13,4,9,5.8,-7.8,5.1,0.3,3.7,4,70.9
18,Male,1st Year,4.3,0,20,Copilot,Notes,10,72,20,8,3,8.0,30.3,6.1,3.3,4.2,2,51.5
19,Female,1st Year,3.1,1,164,ChatGPT,Unknown,1,4,104,9,9,3.4,2.6,7.1,5.3,2.1,3,59.2
24,Male,1st Year,3.3,1,114,Gemini,Unknown,7,56,30,6,1,6.4,-3.8,6.7,2.3,4.7,5,32.2
20,Male,10th,3.8,1,161,Claude,Homework,7,79,40,8,4,4.1,30.0,9.0,1.1,4.8,2,50.1
18,Female,3rd Year,4.7,1,28,ChatGPT,Coding,5,28,56,6,5,1.5,17.0,7.0,4.1,3.6,10,70.2
14,Male,10th,1.0,1,67,Copilot,Homework,3,54,6,8,4,2.4,-4.8,5.1,5.1,3.3,3,45.1
21,Female,2nd Year,4.8,1,10,Claude,Homework,6,22,60,7,6,2.0,33.3,6.8,1.8,4.1,4,63.6
17,Male,11th,3.6,1,81,Gemini,Coding,5,56,14,9,8,5.9,12.3,5.6,3.4,0.7,6,72.0
22,Male,11th,4.2,1,127,Copilot,Unknown,9,17,105,9,4,2.1,-18.6,7.3,4.0,3.9,2,51.1
23,Male,11th,2.3,1,116,ChatGPT+Gemini,Notes,4,25,8,2,7,5.9,11.6,4.2,2.3,2.2,4,49.3
19,Female,12th,2.8,1,95,Copilot,Unknown,9,4,92,5,7,7.6,37.3,5.4,0.4,4.6,5,52.5
14,Female,10th,1.8,1,73,Claude,Coding,10,7,59,2,8,6.7,-10.3,6.7,5.0,0.5,10,64.5
16,Male,2nd Year,5.9,1,107,Gemini,Notes,6,18,55,6,9,7.7,-1.9,7.9,5.0,0.9,3,71.9
16,Female,2nd Year,3.2,0,161,Copilot,Doubt Solving,9,100,87,4,6,5.4,-6.3,8.2,0.6,1.8,10,72.3
23,Female,11th,6.0,0,160,Gemini,Notes,3,27,14,8,1,7.6,-6.8,8.6,3.5,4.9,1,71.1
17,Female,3rd Year,3.2,0,137,ChatGPT,Exam Prep,1,67,84,10,2,8.1,-15.4,5.9,4.4,2.9,8,66.8
19,Female,12th,1.7,1,59,ChatGPT+Gemini,Notes,6,83,104,4,1,3.3,8.0,6.9,0.6,4.6,9,50.0
20,Female,12th,3.3,1,25,Unknown,Exam Prep,4,49,87,6,1,8.7,29.1,6.9,5.1,4.7,5,61.4
23,Female,11th,0.7,1,105,Unknown,Notes,10,85,6,1,6,9.4,-5.6,8.5,2.1,0.2,6,38.3
17,Male,11th,5.5,1,24,ChatGPT,Coding,4,75,23,4,1,7.6,22.7,8.2,3.5,3.7,10,35.3
19,Male,10th,5.0,1,1,Unknown,Notes,4,64,56,4,6,9.7,14.4,6.1,2.3,1.4,3,30.3
24,Male,3rd Year,4.5,0,89,ChatGPT+Gemini,Homework,1,7,86,6,6,1.6,-7.3,7.0,3.2,2.0,10,82.4
14,Male,12th,3.9,0,83,ChatGPT,Notes,5,59,63,8,8,2.4,14.2,8.6,3.9,0.0,10,64.3
21,Female,2nd Year,3.7,1,2,Gemini,Coding,9,57,24,4,3,9.1,11.4,9.0,4.2,3.5,4,28.4
20,Male,11th,6.0,1,31,Gemini,Coding,3,26,71,4,6,1.3,-6.5,7.7,2.4,4.2,2,55.5
24,Male,10th,2.0,1,0,ChatGPT,Notes,2,84,33,3,10,6.3,-19.0,4.3,0.7,0.5,6,70.2
24,Female,2nd Year,4.8,1,23,Claude,Notes,2,32,98,8,9,3.4,4.4,8.5,2.1,3.1,8,62.6
22,Male,12th,3.7,0,49,ChatGPT,Notes,10,96,53,6,10,5.1,-0.6,6.4,5.0,1.3,7,80.4
16,Male,11th,5.9,1,170,Copilot,Unknown,7,45,85,4,8,4.5,-3.0,5.8,3.5,4.9,4,77.2
15,Male,3rd Year,5.1,1,43,Claude,Unknown,6,36,118,5,6,2.7,21.9,5.5,2.7,0.3,9,63.5
14,Female,11th,6.0,1,32,Gemini,Doubt Solving,2,68,33,2,4,6.3,22.6,8.0,4.0,2.6,3,47.3
16,Male,3rd Year,3.7,1,37,ChatGPT,Exam Prep,1,14,27,9,9,2.8,35.6,8.5,4.9,4.2,7,58.3
18,Male,10th,1.6,0,111,Claude,Notes,7,93,0,8,7,4.7,-18.4,7.4,5.3,3.7,4,72.1
24,Female,10th,3.3,1,51,Copilot,Notes,6,66,107,2,2,7.9,34.6,4.3,4.3,2.7,3,60.4
15,Female,12th,4.4,0,34,ChatGPT+Gemini,Exam Prep,5,27,36,8,4,7.0,20.5,8.9,0.5,4.3,7,72.2
16,Female,3rd Year,4.8,0,16,Gemini,Homework,5,62,29,6,2,6.8,19.6,6.8,1.3,4.9,8,55.7
17,Female,11th,0.5,1,57,Claude,Doubt Solving,10,93,113,1,8,5.5,39.5,8.1,5.8,0.5,2,55.6
20,Male,10th,3.3,1,47,Unknown,Doubt Solving,3,99,24,10,8,2.7,-15.3,7.6,4.3,0.4,5,69.2
16,Male,11th,1.8,1,42,Claude,Homework,5,2,114,4,7,5.0,28.2,5.7,5.4,4.2,2,45.4
22,Male,12th,5.3,1,47,Unknown,Exam Prep,6,51,59,5,6,5.2,15.6,8.6,3.2,1.2,6,58.2
21,Male,3rd Year,1.3,0,43,Claude,Exam Prep,7,43,1,2,10,2.8,-10.3,5.5,0.6,4.4,9,59.6
17,Male,11th,4.2,0,32,ChatGPT,Coding,7,59,27,10,7,6.4,26.2,8.9,0.9,1.7,1,35.5
14,Male,2nd Year,2.0,0,86,Gemini,Exam Prep,10,57,47,5,4,5.6,1.5,8.9,5.7,1.1,1,45.2
14,Female,11th,2.5,1,82,Gemini,Unknown,10,94,27,1,3,3.9,-4.8,4.2,2.1,1.6,5,32.0
14,Female,1st Year,5.7,0,129,ChatGPT,Doubt Solving,8,13,86,2,1,2.9,14.6,4.6,2.3,4.5,5,35.4
14,Male,1st Year,1.8,1,137,ChatGPT,Unknown,5,5,101,1,8,2.3,8.6,5.2,5.8,3.7,9,89.4
21,Female,12th,1.0,0,82,Unknown,Coding,4,18,23,2,2,8.9,-10.6,5.8,2.9,0.2,7,56.9
16,Male,12th,0.9,1,155,Unknown,Notes,7,61,98,2,6,9.5,23.9,7.3,0.1,5.0,6,46.0
19,Male,12th,3.3,1,174,Unknown,Notes,2,4,71,7,8,8.4,-1.3,5.8,3.3,1.1,8,72.5
16,Female,2nd Year,4.0,1,135,ChatGPT,Notes,8,48,99,7,4,6.3,9.5,8.7,4.4,2.4,3,47.3
24,Male,3rd Year,2.3,0,106,Copilot,Coding,4,50,17,7,2,9.7,-2.7,6.4,3.2,1.1,1,48.6
18,Male,2nd Year,4.3,1,150,Claude,Doubt Solving,10,25,19,2,3,5.2,6.4,6.8,3.9,1.4,10,43.5
20,Male,11th,0.8,1,175,Copilot,Exam Prep,1,55,67,3,10,1.4,-5.0,7.1,3.1,0.4,6,56.7
15,Female,10th,5.2,1,108,Gemini,Coding,2,17,7,2,7,4.4,8.8,6.1,1.4,3.3,10,81.9
19,Female,3rd Year,5.0,1,91,ChatGPT,Doubt Solving,1,100,89,5,4,2.6,-10.4,7.2,0.5,2.7,4,55.4
19,Male,1st Year,5.9,0,62,Claude,Exam Prep,5,44,55,3,2,7.2,-3.0,4.4,0.1,3.3,6,43.9
24,Female,1st Year,5.7,1,76,Unknown,Homework,1,99,60,10,7,3.7,-7.2,6.5,4.1,1.9,2,76.2
16,Female,1st Year,2.5,1,36,ChatGPT+Gemini,Doubt Solving,9,94,38,6,4,5.2,1.7,5.7,2.3,4.3,2,51.5
19,Female,11th,2.7,1,11,Claude,Unknown,4,81,83,6,7,9.4,29.8,5.0,3.1,2.7,9,70.2
23,Female,11th,4.6,1,73,ChatGPT+Gemini,Unknown,10,8,17,5,8,9.9,9.7,4.2,0.7,4.8,9,52.7
23,Male,12th,1.2,0,114,Claude,Homework,3,89,96,2,6,5.8,5.4,7.9,3.3,4.2,8,65.5
18,Male,10th,2.2,0,80,ChatGPT,Notes,9,1,58,8,8,3.5,14.3,4.6,1.5,2.7,3,64.2
15,Female,12th,1.2,0,14,ChatGPT+Gemini,Notes,4,95,17,6,7,5.0,27.1,4.9,4.9,4.9,2,44.7
22,Female,11th,3.0,1,79,ChatGPT+Gemini,Doubt Solving,1,41,97,2,2,8.9,-2.2,4.8,3.6,1.1,10,44.1
21,Female,2nd Year,3.5,0,83,Gemini,Unknown,2,69,82,1,2,3.1,28.4,8.9,0.4,2.9,3,54.3
16,Female,12th,1.7,1,118,Claude,Homework,4,83,41,6,6,1.6,-5.0,5.3,1.3,3.5,5,57.8
21,Female,3rd Year,0.6,1,9,Copilot,Coding,1,71,52,2,9,8.4,30.9,4.9,1.4,0.4,5,57.0
22,Female,11th,4.5,1,41,Unknown,Exam Prep,6,67,32,4,10,5.8,30.0,8.8,4.8,2.6,3,46.1
16,Female,11th,0.6,0,153,Copilot,Notes,7,88,20,4,6,9.1,15.5,7.1,2.9,0.9,5,37.0
16,Female,2nd Year,5.9,0,48,Gemini,Notes,1,30,70,9,9,7.2,1.4,7.4,3.9,3.4,7,75.5
15,Female,2nd Year,1.7,1,150,Gemini,Notes,6,18,59,10,10,1.3,4.9,8.1,2.9,0.8,5,73.0
21,Male,2nd Year,4.2,0,16,Gemini,Notes,3,70,13,10,7,8.1,28.8,6.7,2.4,3.9,10,59.1
23,Male,10th,2.9,0,161,ChatGPT,Unknown,7,46,32,7,8,2.7,-15.1,6.7,4.9,3.0,8,70.2
14,Female,3rd Year,0.8,0,104,ChatGPT,Doubt Solving,2,36,3,9,3,2.1,27.2,9.0,4.9,0.8,10,50.3
21,Female,11th,3.1,1,56,ChatGPT,Unknown,2,93,42,6,4,6.1,-12.0,7.4,5.0,3.1,10,27.2
20,Female,2nd Year,3.3,1,85,ChatGPT,Doubt Solving,4,90,1,1,1,5.0,28.9,7.6,5.7,0.0,5,30.8
20,Female,10th,5.2,0,131,Gemini,Homework,8,80,39,10,9,3.7,34.1,4.4,2.0,0.2,6,35.4
16,Male,1st Year,4.5,0,68,Gemini,Coding,3,95,49,8,3,6.3,10.8,4.6,4.2,1.1,9,36.9
14,Male,3rd Year,0.9,0,94,ChatGPT,Homework,8,18,94,4,1,7.7,25.2,6.5,2.0,1.9,8,48.0
17,Female,1st Year,1.7,1,82,ChatGPT,Unknown,7,88,62,10,9,5.4,-7.9,7.6,5.4,0.7,6,67.9
22,Male,1st Year,2.2,0,49,ChatGPT+Gemini,Unknown,5,92,48,8,9,8.1,26.3,7.8,3.2,3.9,4,62.5
18,Male,11th,1.1,1,125,Claude,Coding,4,24,109,3,2,4.8,22.2,7.9,2.2,0.6,10,34.1
14,Male,10th,3.0,0,66,ChatGPT+Gemini,Doubt Solving,10,52,93,6,7,5.5,-13.1,7.6,0.0,0.2,6,43.5
18,Male,10th,5.9,1,87,Claude,Notes,10,95,63,4,10,5.9,10.2,4.6,4.0,0.0,9,46.6
21,Female,1st Year,3.3,0,127,ChatGPT,Homework,2,100,49,10,2,3.8,26.0,8.2,2.7,2.8,3,37.4
21,Male,3rd Year,4.6,1,112,ChatGPT,Coding,9,74,9,4,5,4.3,-14.4,7.8,0.6,2.9,8,53.9
18,Female,12th,4.3,1,104,Unknown,Exam Prep,4,3,115,2,2,5.6,19.5,5.9,2.3,0.9,1,62.7
22,Male,1st Year,5.2,1,114,ChatGPT,Coding,5,45,84,4,7,9.0,28.1,6.0,3.1,1.3,7,64.4
14,Female,11th,1.7,1,62,ChatGPT+Gemini,Homework,2,30,113,1,2,6.0,0.9,6.8,2.0,3.9,4,56.6
17,Male,1st Year,4.6,0,25,Gemini,Doubt Solving,2,35,115,1,6,2.0,2.9,9.0,4.6,4.5,3,76.3
16,Female,3rd Year,5.3,0,127,Claude,Notes,2,3,22,5,8,7.6,-3.5,7.7,4.4,1.6,10,57.8
15,Female,3rd Year,1.4,0,0,Unknown,Exam Prep,10,1,36,1,5,5.6,-8.8,8.2,0.7,2.2,5,48.4
21,Male,1st Year,2.4,0,93,ChatGPT+Gemini,Homework,2,38,71,3,3,4.6,37.5,5.0,3.1,0.3,7,58.5
20,Female,10th,5.8,0,114,Unknown,Doubt Solving,9,96,9,3,9,7.2,22.2,6.5,2.8,4.2,5,44.1
22,Female,1st Year,4.8,1,145,ChatGPT,Coding,5,43,24,10,9,2.5,-16.8,6.8,4.5,3.3,9,26.1
15,Male,2nd Year,2.1,0,11,Gemini,Doubt Solving,6,90,32,4,7,8.1,35.7,4.2,2.9,0.4,7,47.9
17,Male,2nd Year,3.6,1,165,ChatGPT+Gemini,Doubt Solving,4,89,16,1,3,7.4,-13.1,4.6,1.9,2.9,8,54.7
19,Female,12th,2.7,0,41,Claude,Notes,2,18,114,7,1,2.7,35.4,5.1,2.8,0.5,4,37.7
24,Female,11th,3.2,1,163,Unknown,Homework,3,40,23,4,10,8.6,7.1,8.4,2.9,3.7,9,58.4
16,Male,11th,2.5,1,15,Unknown,Unknown,3,96,48,7,3,2.7,9.1,7.9,1.1,0.7,5,59.2
21,Male,10th,2.0,1,66,Unknown,Doubt Solving,10,37,105,5,6,7.1,12.4,6.4,2.1,2.3,5,40.0
16,Female,11th,4.2,1,166,ChatGPT,Coding,8,73,113,1,9,4.3,-14.4,7.9,2.5,3.5,3,45.1
15,Female,12th,4.8,1,98,Claude,Coding,8,64,29,4,1,7.8,19.9,6.6,0.3,0.9,7,60.7
16,Female,2nd Year,5.3,1,58,Unknown,Notes,6,34,64,5,7,1.5,19.2,8.6,3.8,0.5,7,70.5
24,Male,10th,1.4,0,37,ChatGPT,Doubt Solving,10,10,80,4,10,3.2,14.7,5.4,1.3,3.8,6,59.0
19,Female,3rd Year,5.0,1,143,ChatGPT,Coding,8,58,27,7,10,5.2,33.3,4.6,2.0,3.7,4,73.9
15,Male,2nd Year,1.9,1,138,Copilot,Unknown,3,77,12,1,3,7.4,8.7,4.2,1.1,1.7,7,44.6
21,Male,12th,2.9,0,27,Claude,Coding,7,69,56,9,7,6.5,22.6,6.2,4.5,1.1,3,70.5
14,Female,10th,5.5,1,90,Gemini,Notes,5,42,59,6,2,9.6,0.4,5.5,3.3,4.6,3,44.7
20,Other,1st Year,3.0,1,110,ChatGPT,Doubt Solving,9,88,9,8,10,6.0,35.5,8.8,1.2,3.2,5,84.4
15,Male,11th,1.6,1,93,Gemini,Notes,9,86,64,8,10,3.7,35.9,8.4,1.2,2.7,10,74.7
23,Male,12th,1.4,0,76,ChatGPT+Gemini,Doubt Solving,5,4,83,9,10,4.9,8.9,6.1,1.4,1.4,10,91.5
19,Female,10th,3.1,1,79,ChatGPT,Coding,6,25,6,5,3,1.7,24.2,4.1,5.8,1.8,9,59.2
15,Female,2nd Year,4.7,0,129,Unknown,Unknown,1,81,59,8,1,2.1,-6.0,4.5,2.8,1.7,1,70.5
15,Female,10th,6.0,1,147,ChatGPT,Homework,4,31,62,8,9,5.7,18.6,5.1,5.6,4.8,3,86.4
23,Female,1st Year,4.8,0,71,Unknown,Coding,1,46,95,6,9,9.8,-14.9,6.0,5.9,0.7,6,55.5
21,Male,12th,5.3,1,37,ChatGPT,Homework,4,55,84,10,9,3.2,31.8,8.0,3.1,2.2,2,60.5
15,Other,10th,4.6,1,166,Unknown,Doubt Solving,1,84,25,8,4,8.0,23.3,8.3,0.5,0.2,3,60.0
20,Female,3rd Year,5.4,0,30,Gemini,Doubt Solving,10,89,108,5,6,4.3,37.3,9.0,4.9,2.6,8,54.9
16,Female,12th,0.9,1,79,Copilot,Exam Prep,4,49,116,10,7,1.3,26.7,6.7,3.7,4.2,6,59.1
21,Female,12th,5.6,0,150,Claude,Doubt Solving,6,98,70,8,7,2.5,-9.0,8.7,0.4,4.8,5,51.3
20,Female,2nd Year,2.7,0,161,ChatGPT,Doubt Solving,9,73,37,10,5,6.6,8.0,7.3,2.9,1.5,6,59.3
21,Male,11th,5.6,1,95,Claude,Exam Prep,2,57,53,3,4,3.1,12.5,6.4,4.0,1.0,10,56.8
20,Male,3rd Year,0.9,1,16,Unknown,Homework,2,27,44,4,1,8.7,29.7,4.7,2.7,3.1,5,23.9
24,Female,1st Year,4.4,1,106,Claude,Doubt Solving,6,94,103,3,9,4.3,13.0,8.6,3.5,1.5,10,50.4
19,Male,10th,4.5,1,23,Unknown,Notes,10,78,111,5,4,3.0,8.6,8.5,5.6,0.5,10,37.3
20,Male,11th,6.0,0,162,Claude,Doubt Solving,6,54,57,5,4,8.0,22.8,8.4,0.8,1.0,1,51.7
18,Female,2nd Year,4.7,1,117,Unknown,Doubt Solving,3,57,40,5,3,2.4,18.5,8.8,2.9,0.1,10,55.3
20,Female,11th,2.6,1,150,Gemini,Coding,2,39,44,2,9,9.6,24.9,8.1,0.1,4.4,1,66.1
14,Male,12th,3.6,0,135,Unknown,Doubt Solving,3,57,90,9,2,3.1,8.5,4.0,2.6,1.9,6,44.7
14,Female,12th,2.5,1,86,Claude,Doubt Solving,4,71,33,7,2,8.3,23.4,7.6,1.2,3.9,3,58.7
22,Female,1st Year,1.6,1,148,ChatGPT+Gemini,Notes,4,45,75,8,2,5.7,38.3,6.1,1.4,3.3,9,49.8
18,Female,3rd Year,1.9,1,18,Unknown,Exam Prep,7,73,75,2,4,7.7,-9.1,8.7,1.4,1.0,3,60.4
18,Female,10th,1.7,1,158,Gemini,Exam Prep,4,44,57,10,3,2.2,-16.9,7.9,4.6,2.0,1,61.9
16,Male,10th,3.5,0,49,Gemini,Exam Prep,10,9,78,10,10,2.9,14.2,8.0,3.0,2.2,4,70.5
18,Male,2nd Year,5.5,1,70,ChatGPT+Gemini,Coding,6,81,83,7,10,2.8,-10.5,4.5,2.3,3.3,10,51.6
16,Male,1st Year,5.5,0,111,Copilot,Doubt Solving,6,47,9,3,1,2.2,-10.1,6.3,0.0,4.6,10,65.8
22,Female,10th,0.8,1,23,Copilot,Homework,10,91,109,5,4,3.4,20.3,6.3,5.0,1.0,7,58.0
22,Female,3rd Year,0.9,1,45,Unknown,Homework,3,61,89,7,2,8.6,5.3,6.5,0.0,2.0,1,45.2
19,Female,12th,1.8,0,135,ChatGPT,Notes,9,27,16,9,9,7.7,-18.0,8.0,4.8,1.0,10,81.4
14,Female,1st Year,1.9,1,76,Copilot,Coding,10,19,73,10,9,3.8,13.7,5.1,4.4,4.1,3,52.1
20,Female,11th,1.0,1,2,ChatGPT,Unknown,5,87,60,1,2,4.3,-5.3,4.9,0.7,3.7,10,45.9
20,Female,1st Year,2.6,1,161,Claude,Coding,10,69,119,6,8,7.6,6.0,8.3,3.7,4.1,1,44.7
23,Male,1st Year,3.7,1,76,ChatGPT,Doubt Solving,9,40,10,6,6,8.4,-17.7,8.2,0.1,3.9,9,69.3
23,Male,3rd Year,3.7,0,117,Copilot,Unknown,10,95,16,2,10,4.8,-16.2,7.3,1.3,0.1,10,47.1
17,Female,3rd Year,3.5,1,57,ChatGPT,Homework,6,5,74,10,8,7.7,-8.5,4.3,1.4,1.3,9,64.7
21,Male,10th,2.4,1,162,Gemini,Coding,6,10,14,9,8,6.1,23.1,7.6,5.9,1.8,4,76.6
19,Male,2nd Year,4.4,1,20,Copilot,Notes,9,29,3,5,9,9.9,27.4,4.5,3.4,4.0,6,68.1
17,Female,2nd Year,5.0,0,64,ChatGPT,Homework,10,2,88,9,1,7.2,0.6,6.0,0.1,4.3,5,47.4
17,Male,3rd Year,2.4,1,65,Copilot,Coding,5,71,99,4,2,7.6,-12.5,8.2,0.8,2.4,7,41.5
15,Female,10th,1.0,0,41,ChatGPT+Gemini,Doubt Solving,3,32,52,5,3,8.6,36.2,4.2,1.2,4.9,5,42.5
15,Male,10th,2.1,0,42,Copilot,Doubt Solving,3,53,46,5,5,2.3,27.2,7.2,4.9,2.7,7,51.6
17,Male,10th,1.3,1,25,ChatGPT+Gemini,Unknown,2,46,94,5,8,4.3,-10.1,6.8,4.1,2.5,6,41.5
18,Male,3rd Year,3.1,0,153,ChatGPT,Doubt Solving,2,82,45,9,8,5.4,-6.4,5.9,2.9,2.7,10,52.3
21,Female,2nd Year,1.4,0,135,ChatGPT+Gemini,Doubt Solving,6,9,28,1,8,2.4,-17.8,5.1,4.9,3.7,10,72.4
19,Male,10th,3.0,1,174,Copilot,Homework,8,18,30,8,6,4.3,34.1,4.8,2.8,1.9,5,73.3
17,Female,3rd Year,1.7,1,164,Gemini,Homework,8,8,72,7,2,7.2,36.0,8.2,4.9,4.5,6,47.5
24,Female,11th,4.6,1,81,ChatGPT+Gemini,Coding,8,6,47,1,5,3.3,-15.0,4.6,1.3,2.7,8,57.8
20,Female,11th,0.7,1,145,Copilot,Notes,10,60,55,2,4,5.3,-11.2,8.8,5.6,2.2,10,34.4
21,Male,12th,3.6,1,163,Gemini,Exam Prep,7,13,64,1,3,2.2,-7.7,5.0,5.7,1.2,9,53.0
15,Male,11th,1.4,0,103,Claude,Exam Prep,2,1,2,4,5,2.0,-9.1,7.6,3.8,1.8,1,52.1
20,Female,1st Year,0.5,0,129,Unknown,Doubt Solving,10,21,3,10,7,4.3,36.4,6.8,3.8,3.3,3,59.9
15,Female,12th,5.3,1,83,ChatGPT+Gemini,Coding,2,59,18,9,9,7.5,-4.3,5.9,3.4,4.9,2,54.8
15,Other,11th,4.2,0,119,ChatGPT+Gemini,Exam Prep,10,44,40,1,10,5.7,2.5,8.6,2.6,2.9,9,73.5
21,Male,1st Year,1.0,1,2,ChatGPT,Exam Prep,7,19,21,3,1,6.7,-15.9,4.2,1.1,2.7,1,49.4
15,Female,11th,4.2,1,103,Claude,Exam Prep,4,25,114,7,5,4.6,17.7,7.8,1.2,1.5,7,61.8
24,Male,3rd Year,3.9,0,107,ChatGPT,Exam Prep,6,58,71,4,4,6.3,-4.0,7.7,3.9,4.6,2,50.8
22,Male,1st Year,3.1,1,33,ChatGPT,Unknown,9,67,24,6,1,5.4,-5.3,8.2,2.8,3.1,1,25.6
14,Male,10th,2.8,1,125,Copilot,Exam Prep,5,38,3,7,7,4.6,38.6,8.5,1.4,4.2,1,50.6
22,Male,3rd Year,5.4,0,112,ChatGPT,Unknown,10,22,108,6,2,1.2,-17.7,6.3,0.6,0.3,6,51.0
14,Female,1st Year,1.8,0,109,ChatGPT+Gemini,Unknown,4,79,52,8,10,8.6,-8.8,7.4,5.8,3.8,3,49.4
23,Male,3rd Year,2.7,1,173,ChatGPT,Coding,3,24,50,2,7,9.6,10.8,6.9,4.1,1.3,8,45.9
23,Female,10th,2.3,0,69,Gemini,Exam Prep,7,72,77,1,7,5.8,13.7,7.0,1.1,4.8,7,57.5
15,Male,1st Year,4.7,0,137,ChatGPT+Gemini,Exam Prep,7,52,4,7,6,5.0,22.8,4.1,4.5,0.7,7,57.0
